0,1,2,3,4
CG1468,FBgn0030157,X,9878422,9879279
B0929,FBgn0259655,X,9878422,9879279
sunn,FBgn0052088,3L,11728348,11732016
Mnt,FBgn0023215,X,3671801,3701672
CG12446,FBgn0031201,X,22809292,22811935
mir-4974,FBgn0263536,2L,21263933,21264034
mir-974,FBgn0262216,X,19551678,19551778
mir-956,FBgn0262291,3L,11773731,11773878
scrt,FBgn0004880,3L,3983896,3994003
mir-4951,FBgn0263537,3R,21316716,21316865
CG12865,FBgn0033957,3R,21316716,21316865
5SrRNA:CR33357,FBgn0053357,2R,19764648,19764782
mir-984,FBgn0262282,X,4368646,4368735
snoRNA:U14:30Eb,FBgn0063391,2L,9893946,9894026
mir-125,FBgn0262456,2L,18472315,18472424
snoRNA:Me28S-C3227a,FBgn0082940,2R,14622088,14622167
snoRNA:Me28S-C3227b,FBgn0082939,2R,14622330,14622409
snoRNA:Me28S-U1848,FBgn0082926,2R,14622570,14622649
snoRNA:Me18S-G1952,FBgn0082950,2R,14622802,14622877
snoRNA:Me18S-A1061,FBgn0082952,2R,14623042,14623117
mir-311,FBgn0262402,2R,20583877,20583960
mir-4965,FBgn0263538,X,16606108,16606194
5SrRNA:CR33358,FBgn0053358,2R,19764289,19764423
CG11035,FBgn0037544,3R,8031130,8033009
Or42b,FBgn0033043,2R,5797195,5798512
CG30110,FBgn0050110,2R,17880194,17882245
mir-4978,FBgn0263539,2R,14005860,14006006
Mink,FBgn0039250,3R,24922473,24925160
bbx,FBgn0024251,X,21363028,21373145
CG5867,FBgn0027586,2L,13236494,13239297
snoRNA:Or-aca4,FBgn0082922,2R,17616756,17616917
BG02439,FBgn0086400,2R,17616756,17616917
CG33927,FBgn0053927,3R,4689951,4690608
snoRNA:Me28S-A992,FBgn0082941,2R,14623276,14623346
snoRNA:Me28S-G2703a,FBgn0082931,2R,14623517,14623607
snoRNA:Me28S-G2703b,FBgn0082930,2R,14623764,14623850
snoRNA:Me28S-G2703c,FBgn0082929,2R,14624007,14624091
snoRNA:Psi18S-1347a,FBgn0083054,2R,18142802,18142938
snoRNA:Psi18S-1347b,FBgn0083053,2R,18143000,18143142
BG02491,FBgn0086401,2R,18143000,18143142
mir-3645,FBgn0263631,X,5622280,5622416
mir-4986,FBgn0263541,3L,9733659,9733780
abw,FBgn0000021,3L,9733659,9733780
Or56a,FBgn0034473,2R,19769461,19771233
mir-4979,FBgn0263543,2R,23734033,23734141
mir-4949,FBgn0263544,3R,31219274,31219372
CG12509,FBgn0040613,3R,31219274,31219372
BG02510,FBgn0086402,3R,31219274,31219372
RpL7,FBgn0005593,2L,10201004,10202321
l(3)8172,FBgn0260490,2L,10201004,10202321
l(3)3425,FBgn0260491,2L,10201004,10202321
5SrRNA:CR33359,FBgn0053359,2R,19763913,19764047
CG33922,FBgn0053922,2L,1343443,1344171
CG18281,FBgn0037003,3L,20499836,20501500
mir-4963,FBgn0263545,X,5790753,5790861
mir-4985,FBgn0263546,2R,24294231,24294331
CG41472,FBgn0084032,2R,24294231,24294331
His4:CG33869,FBgn0053869,2L,21534085,21534610
mir-988,FBgn0262300,2R,12158872,12158970
mir-315,FBgn0262461,3L,18860971,18861054
mir-31b,FBgn0262369,X,8993305,8993431
mir-1,FBgn0262455,2L,20487441,20487531
Pstk,FBgn0031041,X,19616663,19618537
mir-4944,FBgn0263547,3R,10513005,10513133
mir-4957,FBgn0263548,X,15319954,15320037
B1523,FBgn0259656,X,15319954,15320037
CR31969,FBgn0051969,X,15319954,15320037
BG02601,FBgn0086403,X,15319954,15320037
mir-3642,FBgn0263632,3L,11629505,11629580
BG02745,FBgn0086404,3L,11629505,11629580
gnu,FBgn0001120,3L,14802380,14803360
BG01707,FBgn0086405,3L,14802380,14803360
muskelin,FBgn0033757,2R,12628697,12632378
achi,FBgn0033749,2R,12511534,12515062
CG15365,FBgn0030077,X,9054698,9067983
CG33342,FBgn0086610,3R,24376865,24377705
BG01084,FBgn0086406,3R,24376865,24377705
rtp,FBgn0087005,3R,5236092,5237315
mir-4918,FBgn0263550,3R,8308431,8308485
BG01574,FBgn0086407,3R,8308431,8308485
BG02181,FBgn0086394,3R,8308431,8308485
mir-4939,FBgn0263551,2R,22985211,22985319
CG33792,FBgn0053792,2R,12632674,12633454
snoRNA:684,FBgn0065058,3L,5763345,5763422
mir-4961,FBgn0263552,X,1373623,1373755
CG10877,FBgn0038804,3R,20562486,20564067
CG13175,FBgn0033693,2R,12182639,12185506
mir-4952,FBgn0263554,3R,22480813,22480938
BG02348,FBgn0086398,3R,22480813,22480938
mir-4943,FBgn0263555,2L,16528375,16528491
Vsx2,FBgn0263512,X,5528927,5560183
BG02209,FBgn0086395,X,5528927,5560183
BG01803,FBgn0086389,X,5528927,5560183
BG02314,FBgn0086396,X,5528927,5560183
BG02320,FBgn0086397,X,5528927,5560183
mir-4940,FBgn0263556,3L,9144593,9144697
mir-4980,FBgn0263558,2R,7786322,7786443
mir-2535b,FBgn0263559,X,21298275,21298345
BG02386,FBgn0086399,X,21298275,21298345
mir-4987,FBgn0263560,2L,10840345,10840476
mir-4984,FBgn0263561,2L,8141540,8141662
mir-4914,FBgn0263564,2L,2737568,2737661
CG17190,FBgn0038761,3R,20011776,20013504
BG01563,FBgn0086385,3R,20011776,20013504
l(3)2332,FBgn0260493,3R,20011776,20013504
BG02053,FBgn0086392,3R,20011776,20013504
BG00386,FBgn0086380,3R,20011776,20013504
boa,FBgn0260494,3R,20011776,20013504
BG01672,FBgn0086386,3R,20011776,20013504
tRNA:Glu-CTC-5-1Psi,FBgn0050449,2R,19729282,19729353
mir-4950,FBgn0263565,3R,7451452,7451543
l(3)3456,FBgn0260492,3R,7451452,7451543
BG01686,FBgn0086387,3R,7451452,7451543
BG01693,FBgn0086388,3R,7451452,7451543
mir-4946,FBgn0263568,2L,18867046,18867161
snoRNA:660,FBgn0065059,2R,20945970,20946065
BG01909,FBgn0086390,2R,20945970,20946065
CG10883,FBgn0038781,2R,20945970,20946065
mir-4968,FBgn0263569,3L,11552539,11552693
BG02022,FBgn0086391,3L,11552539,11552693
snRNA:U2:34ABc,FBgn0041720,2L,13244370,13244561
mir-4941,FBgn0263570,3L,16031189,16031291
mir-4959,FBgn0263571,X,19169131,19169248
B2037,FBgn0259657,X,19169131,19169248
BG02169,FBgn0086393,X,19169131,19169248
nau,FBgn0002922,3R,23712814,23718357
mir-4981,FBgn0263572,2R,8015249,8015343
BG01918,FBgn0086379,2R,8015249,8015343
mir-4942,FBgn0263573,3L,23339228,23339337
mir-31a,FBgn0262416,2R,17783795,17783886
B0295,FBgn0259661,2R,17783795,17783886
CG43845,FBgn0264427,3R,5522299,5523120
CG33770,FBgn0053770,3L,22648672,22649287
CG33771,FBgn0053771,3L,22649396,22649988
mir-3644,FBgn0263633,3R,15192297,15192357
snoRNA:Psi28S-3316b,FBgn0082971,2R,21326882,21327022
BG01533,FBgn0086383,2R,21326882,21327022
CG12490,FBgn0034782,2R,22834647,22836701
wst,FBgn0082914,2R,22834647,22836701
snoRNA:Psi28S-2444,FBgn0082987,2R,19443127,19443256
snoRNA:Psi28S-3316a,FBgn0082972,2R,21326739,21326870
mir-4912,FBgn0263575,2L,4829980,4830039
snoRNA:Psi28S-3378,FBgn0082963,2R,21329698,21329847
snoRNA:Psi28S-3316c,FBgn0082970,2R,21330127,21330259
snoRNA:Psi18S-841b,FBgn0083018,2R,21330276,21330413
snoRNA:Psi28S-3316d,FBgn0082969,2R,21330434,21330565
mir-4910,FBgn0263577,2L,4817816,4817881
mir-4947,FBgn0263579,3R,29008753,29008852
5SrRNA:CR33360,FBgn0053360,2R,19763544,19763678
CG33758,FBgn0053758,2R,9453409,9454055
mir-968,FBgn0262332,2L,13747748,13747839
mir-2281,FBgn0262327,3R,14396399,14396501
Patr-1,FBgn0266053,3R,17043564,17048421
B1509,FBgn0259658,3R,17043564,17048421
acj3,FBgn0000027,3R,17043564,17048421
B0969,FBgn0259663,3R,17043564,17048421
B0183,FBgn0259659,3R,17043564,17048421
B0499,FBgn0259660,3R,17043564,17048421
acj1,FBgn0000025,3R,17043564,17048421
acj2,FBgn0000026,3R,17043564,17048421
AcpB,FBgn0000029,3R,17043564,17048421
B0572,FBgn0259662,3R,17043564,17048421
snmRNA:158,FBgn0065104,2L,5206205,5206361
Mcm3,FBgn0284442,X,5323855,5326738
CG43123,FBgn0262583,2R,7402757,7403870
B0751,FBgn0259664,2R,7402757,7403870
B1350,FBgn0259665,2R,7402757,7403870
5SrRNA:CR33361,FBgn0053361,2R,19763175,19763309
B0729,FBgn0259666,2R,19763175,19763309
B2038,FBgn0259668,2R,19763175,19763309
B0748,FBgn0259667,2R,19763175,19763309
snRNA:LU,FBgn0263847,2L,3046765,3046880
B1522,FBgn0259671,2L,3046765,3046880
Fit2,FBgn0036688,3L,17024328,17027117
B0942,FBgn0259669,3L,17024328,17027117
B0404,FBgn0259670,3L,17024328,17027117
topi,FBgn0037751,3R,9775121,9777943
su(rdgA)40,FBgn0261448,3R,9775121,9777943
sit,FBgn0038986,3R,22558342,22562572
Amt,FBgn0038309,3R,15247163,15249137
B0211,FBgn0259625,3R,15247163,15249137
Osi12,FBgn0037419,3R,6278531,6282495
ppk20,FBgn0039676,3R,29666814,29668877
5SrRNA:CR33362,FBgn0053362,2R,19762802,19762936
Acp63F,FBgn0015585,3L,3815839,3816354
ida,FBgn0041147,3L,3905344,3907813
AcpC,FBgn0000030,3L,3905344,3907813
ppk7,FBgn0031802,2L,6352324,6354331
B0674,FBgn0259672,2L,6352324,6354331
snmRNA:254,FBgn0065100,2L,21680670,21680700
B1515,FBgn0259615,2L,21680670,21680700
EP3916,FBgn0086373,2L,21680670,21680700
EP3377,FBgn0086375,2L,21680670,21680700
EP893,FBgn0086374,2L,21680670,21680700
YME1L,FBgn0034792,2R,22882747,22886247
CheA75a,FBgn0036783,3L,18252088,18252846
B0975,FBgn0259673,3L,18252088,18252846
CG14062,FBgn0039592,3R,28641585,28642891
CG11882,FBgn0039642,3R,29147016,29148172
snoRNA:229,FBgn0065073,2R,23073829,23073968
snmRNA:641,FBgn0065088,3L,17668588,17668730
CG14207,FBgn0031037,X,19605199,19611413
CG8405,FBgn0034071,2R,16047648,16060835
mir-990,FBgn0262307,2R,16895223,16895308
Cep89,FBgn0266708,2R,15687388,15688985
mir-13b-1,FBgn0262367,3R,15417408,15417475
B2032,FBgn0259614,3R,15417408,15417475
B0323,FBgn0259620,3R,15417408,15417475
mir-284,FBgn0262383,3R,12551515,12551614
mir-932,FBgn0262205,2L,6902062,6902152
B0891,FBgn0259612,2L,6902062,6902152
B0699,FBgn0259613,2L,6902062,6902152
mir-1015,FBgn0262457,3R,24339232,24339295
CG14511,FBgn0039641,3R,29145678,29146893
Ir85a,FBgn0037630,3R,8794684,8796966
B1505,FBgn0259616,3R,8794684,8796966
mir-1005,FBgn0262375,2L,4343696,4343756
mir-961,FBgn0262239,2L,5641191,5641279
mir-318,FBgn0262420,3R,10408302,10408369
mir-12,FBgn0262395,X,15509473,15509546
cdm,FBgn0261532,3R,18179275,18183479
B1510,FBgn0259617,3R,18179275,18183479
B1516,FBgn0259618,3R,18179275,18183479
B1517,FBgn0259619,3R,18179275,18183479
CG15139,FBgn0040987,3R,18179275,18183479
snoRNA:Psi18S-841c,FBgn0083017,2R,21330583,21330715
snoRNA:Psi28S-3316e,FBgn0082968,2R,21330736,21330867
snoRNA:Psi18S-841d,FBgn0083016,2R,21330906,21331043
snoRNA:Psi18S-1389a,FBgn0083046,2R,21333934,21334092
snoRNA:Psi18S-1389b,FBgn0083045,2R,21334145,21334299
Sfp24Bb,FBgn0259952,2L,3669261,3669775
snmRNA:438,FBgn0065092,3L,434855,434918
Gr39a,FBgn0264556,2L,21290734,21297686
Zmynd10,FBgn0266709,3L,13024763,13026437
CG31804,FBgn0051804,2L,17363496,17364351
Prp3,FBgn0036915,3L,19910300,19912504
CG33337,FBgn0053337,3R,23590141,23592769
snmRNA:357,FBgn0065097,3L,5567885,5567961
CG12849,FBgn0035068,2R,24797925,24798613
B0995,FBgn0259621,2R,24797925,24798613
B0066,FBgn0259622,2R,24797925,24798613
B0531,FBgn0259623,2R,24797925,24798613
B0621,FBgn0259624,2R,24797925,24798613
B2033,FBgn0259627,2R,24797925,24798613
CG9406,FBgn0034592,2R,21142368,21143261
CG33645,FBgn0053645,2L,13532824,13533454
CG5043,FBgn0032636,2L,17433862,17435800
CG31498,FBgn0051498,2L,17433862,17435800
B1506,FBgn0259626,2L,17433862,17435800
Ccdc56,FBgn0261353,3L,11708979,11710570
CG9624,FBgn0038213,3R,14228018,14229145
hog,FBgn0266710,X,14718273,14718942
Madm,FBgn0027497,3R,5742510,5747138
Rab39,FBgn0029959,X,7734923,7736756
B1368,FBgn0259628,X,7734923,7736756
B1112,FBgn0259629,X,7734923,7736756
CG9452,FBgn0036877,3L,19501010,19503870
mir-4908,FBgn0263527,3R,30506829,30506887
Ing5,FBgn0032516,2L,13385848,13387312
pHCl-1,FBgn0264908,3L,15848578,15899029
pHCl-2,FBgn0039840,3R,31300918,31305384
Phox,FBgn0261374,3R,31300918,31305384
mir-2499,FBgn0262338,X,19557008,19557103
CG33627,FBgn0053627,2R,12411011,12411678
Snp,FBgn0265192,2R,22060950,22069757
mir-969,FBgn0262263,X,18124357,18124450
CG33626,FBgn0053626,2R,12410079,12410696
Zir,FBgn0031216,2L,94739,102086
mir-303,FBgn0262390,X,4366179,4366248
mir-11,FBgn0262434,3R,21622497,21622571
mir-4970,FBgn0263528,2L,10741885,10741987
CG4763,FBgn0034910,2R,23823357,23824868
B2034,FBgn0259630,2R,23823357,23824868
mir-283,FBgn0262426,X,15507956,15508055
mir-314,FBgn0262396,3L,11773012,11773101
mir-2491,FBgn0262237,X,22833440,22833583
mir-124,FBgn0262398,2L,17566370,17566469
Src64B,FBgn0262733,3L,4592447,4626196
mir-4977,FBgn0263529,2R,7406733,7406837
B0611,FBgn0259631,2R,7406733,7406837
brat,FBgn0010300,2L,19133816,19179758
CG31355,FBgn0051355,2L,19133816,19179758
snoRNA:Psi28S-1175a,FBgn0083005,2R,22607085,22607220
snoRNA:Psi28S-1175b,FBgn0083004,2R,22607232,22607372
snoRNA:Psi28S-1175c,FBgn0083003,2R,22607385,22607520
CG4537,FBgn0032153,2L,9890885,9891336
CG9168,FBgn0035216,3L,1411057,1413089
FucTD,FBgn0035217,3L,1416231,1417933
Atf6,FBgn0033010,2R,5144733,5154756
snoRNA:Me28S-G1083c,FBgn0082933,2R,24185323,24185405
snoRNA:Me28S-G1083d,FBgn0082932,2R,24185562,24185644
snoRNA:Or-aca1,FBgn0082925,2R,22607544,22607678
snoRNA:Me28S-G1083a,FBgn0082935,2R,24184840,24184923
snoRNA:Me28S-G1083b,FBgn0082934,2R,24185087,24185169
Cpr49Ah,FBgn0033731,2R,12413962,12415170
CG31388,FBgn0051388,3R,11237815,11240114
CG12912,FBgn0033497,2R,10205454,10234607
B0377,FBgn0259632,2R,10205454,10234607
B0583,FBgn0259594,2R,10205454,10234607
B0319,FBgn0259633,2R,10205454,10234607
vih,FBgn0264848,3L,12504292,12505821
CG8312,FBgn0037720,3R,9591309,9625073
Or85f,FBgn0037685,3R,9398190,9399551
B1211,FBgn0259639,3R,9398190,9399551
B1508,FBgn0259634,3R,9398190,9399551
l(3)2727,FBgn0260495,3R,9398190,9399551
Osi21,FBgn0283678,2L,11284327,11285706
CG31454,FBgn0051454,3R,8521658,8523520
5SrRNA-Psi:CR33356,FBgn0053356,2R,19765021,19765163
hgo,FBgn0040211,2L,11136393,11138565
dsx,FBgn0000504,3R,7924323,7967408
CG18748,FBgn0042105,3R,7786170,7787923
B0426,FBgn0259635,3R,7786170,7787923
B0339,FBgn0259636,3R,7786170,7787923
Ir52e,FBgn0267971,3R,7786170,7787923
l(3)7,FBgn0260496,3R,7786170,7787923
l(3)12563,FBgn0260497,3R,7786170,7787923
Gbeta13F,FBgn0001105,X,15860115,15866175
CG31513,FBgn0051513,X,15860115,15866175
Gr89a,FBgn0038440,3R,16497817,16498959
CG9266,FBgn0032909,3R,16497817,16498959
B0625,FBgn0259637,3R,16497817,16498959
CG9270,FBgn0032908,2L,20929456,20934113
CG9316,FBgn0032878,2L,20724209,20726551
snoRNA:Psi18S-525k,FBgn0083028,2L,5202383,5202522
B1193,FBgn0259638,2L,5202383,5202522
B2035,FBgn0259640,2L,5202383,5202522
CG31191,FBgn0051191,3R,20909213,20945530
snoRNA:Psi28S-2263,FBgn0082990,2L,5187778,5187922
snoRNA:Psi18S-525a,FBgn0083038,2L,20418348,20418481
ect,FBgn0000451,3L,10190276,10201837
snoRNA:Psi18S-640a,FBgn0083026,2L,20418523,20418654
snoRNA:Psi18S-525c,FBgn0083036,2L,20418834,20418967
snoRNA:Psi18S-640b,FBgn0083025,2L,20418997,20419133
snoRNA:Psi18S-525d,FBgn0083035,2L,20419145,20419281
snoRNA:Psi18S-640c,FBgn0083024,2L,20419303,20419430
snoRNA:Psi18S-525f,FBgn0083033,2L,20419774,20419908
snoRNA:Psi18S-525g,FBgn0083032,2L,20419932,20420065
snoRNA:Psi18S-525h,FBgn0083031,2L,20421304,20421438
snoRNA:Psi18S-640d,FBgn0083023,2L,20419626,20419756
B0771,FBgn0259591,2L,20419626,20419756
snoRNA:Psi18S-525e,FBgn0083034,2L,20419456,20419585
snoRNA:Psi18S-640f,FBgn0083021,2L,20421475,20421600
snoRNA:Psi18S-525i,FBgn0083030,2L,20421617,20421752
snoRNA:Psi18S-640g,FBgn0083020,2L,20421781,20421909
5SrRNA:CR33369,FBgn0053369,2R,19760215,19760349
B0432,FBgn0259641,2R,19760215,19760349
Thd1,FBgn0026869,4,538332,557854
5SrRNA:CR33370,FBgn0053370,2R,19759842,19759976
CG10413,FBgn0032689,2L,18599755,18605249
CR33315,FBgn0053315,2L,19074992,19075412
Tsf1,FBgn0022355,X,18387084,18390344
l(3)11534,FBgn0260498,X,18387084,18390344
mir-993,FBgn0262174,3R,6776333,6776451
mir-317,FBgn0262378,3R,10091126,10091217
mir-973,FBgn0262201,X,19551528,19551628
mir-2a-1,FBgn0262377,2L,19569897,19569972
mir-1010,FBgn0262382,3R,22292879,22292949
mir-1002,FBgn0262272,2L,13747609,13747697
mir-955,FBgn0262269,3L,3299055,3299151
snoRNA:Psi18S-525j,FBgn0083029,2L,20421928,20422063
snoRNA:Me28S-C2645a,FBgn0082938,2L,20647817,20647891
snoRNA:Me28S-C2645b,FBgn0082937,2L,20648051,20648125
snoRNA:Me28S-C2645c,FBgn0082936,2L,20648282,20648356
snoRNA:Psi18S-531,FBgn0083027,X,763083,763234
Fie,FBgn0026592,3L,3892574,3894833
snoRNA:Psi28S-1060,FBgn0083013,X,6742852,6743001
snoRNA:Psi28S-1232,FBgn0082997,X,6743675,6743815
snoRNA:Psi28S-1192d,FBgn0082998,X,17143934,17144068
yellow-b,FBgn0032601,2L,16754336,16758283
jnj,FBgn0266282,3R,24189050,24193423
pkaap,FBgn0040079,2L,16288290,16291195
Acn,FBgn0263198,2L,19045355,19048817
CG33311,FBgn0053311,2L,19045355,19048817
Galt,FBgn0263200,2L,6666264,6668033
CG43092,FBgn0262538,3R,22768883,22769667
CG15260,FBgn0028850,2L,15291426,15292239
snoRNA:Psi28S-1192c,FBgn0082999,X,17144107,17144240
snoRNA:Psi28S-1192b,FBgn0083000,X,17144283,17144420
snoRNA:Psi28S-1192a,FBgn0083001,X,17144435,17144574
snoRNA:Psi18S-1854c,FBgn0083040,X,17145210,17145349
mir-190,FBgn0262387,3L,8571799,8571898
mir-193,FBgn0262330,3L,21574014,21574121
mir-286,FBgn0262443,2R,19661422,19661521
B2036,FBgn0259642,2R,19661422,19661521
CG32368,FBgn0052368,3L,7915437,7915846
B0915,FBgn0259643,3L,7915437,7915846
B0968,FBgn0259645,3L,7915437,7915846
B1034,FBgn0259644,3L,7915437,7915846
B0091,FBgn0259647,3L,7915437,7915846
Dox-3,FBgn0261375,3L,7915437,7915846
B1520,FBgn0259646,3L,7915437,7915846
Der-1,FBgn0267972,2L,1973957,1975413
CR17024,FBgn0032437,2L,12453664,12454951
lost,FBgn0263594,3R,4403076,4407182
VhaAC39-2,FBgn0039058,3R,23158017,23159316
VhaM9.7-d,FBgn0038458,3R,16975204,16975697
VhaAC45,FBgn0262515,2R,9207561,9209774
B0741,FBgn0259579,2R,9207561,9209774
B2026,FBgn0259580,2R,9207561,9209774
GG01303,FBgn0259581,2R,9207561,9209774
B0617,FBgn0259576,2R,9207561,9209774
GG01286,FBgn0259577,2R,9207561,9209774
B1513,FBgn0259578,2R,9207561,9209774
GG01048,FBgn0259582,2R,9207561,9209774
B2029,FBgn0259583,2R,9207561,9209774
B2028,FBgn0259584,2R,9207561,9209774
B2030,FBgn0259585,2R,9207561,9209774
CG15556,FBgn0039821,3R,31127965,31130666
B0258,FBgn0259586,3R,31127965,31130666
GG01326,FBgn0259587,3R,31127965,31130666
CG41041,FBgn0069966,3R,31127965,31130666
GG01544,FBgn0259588,3R,31127965,31130666
B0193,FBgn0259589,3R,31127965,31130666
B0756,FBgn0259590,3R,31127965,31130666
B0540,FBgn0259592,3R,31127965,31130666
snoRNA:Psi28S-1135f,FBgn0083007,X,17145384,17145534
snoRNA:Psi18S-1854b,FBgn0083041,X,17145557,17145695
CG14893,FBgn0038451,3R,16620778,16622702
CG42615,FBgn0261267,2R,8737370,8737790
spoon,FBgn0263987,X,5412386,5420867
B2031,FBgn0259593,X,5412386,5420867
CG40269,FBgn0058269,X,5412386,5420867
nolo,FBgn0051619,2L,21684106,21729051
CG32650,FBgn0052650,X,12897503,12898669
CG14710,FBgn0037920,3R,11620090,11621728
Sfp24Bc,FBgn0261054,2L,3670131,3670581
Pglym78,FBgn0014869,3R,29148248,29149901
mir-971,FBgn0262222,X,13062072,13062167
Jabba,FBgn0259682,2R,18757074,18761082
mir-1004,FBgn0262392,2L,3767621,3767688
mir-274,FBgn0262437,3L,11656918,11657017
mir-2493,FBgn0262315,3R,15130754,15130859
mir-2490,FBgn0262293,2L,23168825,23168899
CG14442,FBgn0029893,X,6689296,6695007
5SrRNA-Psi:CR33371,FBgn0053371,2R,19759474,19759610
Khc,FBgn0001308,2R,16266960,16271971
CG14629,FBgn0040398,X,1051525,1052631
cuff,FBgn0260932,2R,11886067,11887603
CG8281,FBgn0035824,3L,7912463,7913763
B1267,FBgn0259595,3L,7912463,7913763
mir-276a,FBgn0266076,3L,10365228,10365325
mir-307a,FBgn0262385,2R,9621251,9621338
mir-307b,FBgn0262172,2R,9621234,9621353
B0079,FBgn0259601,2R,9621234,9621353
mir-981,FBgn0262178,X,1788861,1788957
mir-iab-8,FBgn0262290,3R,16856275,16856342
mir-6-1,FBgn0262464,2R,19661003,19661084
B1511,FBgn0259596,2R,19661003,19661084
mir-6-3,FBgn0262418,2R,19660716,19660795
mir-2c,FBgn0262397,3R,15417744,15417845
B0633,FBgn0259597,3R,15417744,15417845
mir-970,FBgn0262187,X,12636336,12636430
B0469,FBgn0259598,X,12636336,12636430
mir-954,FBgn0262302,4,626126,626212
Dic61B,FBgn0263988,3L,149679,152589
CR33319,FBgn0053319,2L,20928824,20929525
mir-959,FBgn0262256,2L,5640940,5641037
mir-966,FBgn0262317,2L,6045627,6045713
mir-962,FBgn0262200,2L,5641298,5641389
mir-1003,FBgn0262431,3R,24658605,24658660
mir-989,FBgn0262215,2R,14145351,14145524
mir-980,FBgn0262266,X,280172,280269
wuc,FBgn0033770,2R,12700081,12700851
mir-2497,FBgn0262191,2L,16678240,16678335
mir-975,FBgn0262228,X,19558753,19558843
mir-34,FBgn0262459,3R,10100936,10101034
mira,FBgn0021776,3R,19931799,19935120
vap,FBgn0003969,X,15999951,16005812
B1514,FBgn0259604,X,15999951,16005812
B0911,FBgn0259602,X,15999951,16005812
B0519,FBgn0259603,X,15999951,16005812
CG5470,FBgn0038384,X,15999951,16005812
blw,FBgn0011211,2R,22799099,22802180
CG6907,FBgn0031711,2L,5524139,5525809
CG12677,FBgn0040706,2L,5524139,5525809
CG43775,FBgn0264297,2R,24123167,24126630
tRNA:CR32123:Psi,FBgn0052123,3L,13279776,13279828
B0256,FBgn0259605,3L,13279776,13279828
CG11159,FBgn0034539,2R,20655756,20656609
5SrRNA:CR33372,FBgn0053372,2R,19759101,19759235
B0216,FBgn0259606,2R,19759101,19759235
CG16739,FBgn0034505,2R,20341993,20342749
CG12783,FBgn0038448,3R,16611419,16613400
CG31545,FBgn0051545,3R,16611419,16613400
CG30324,FBgn0050324,2R,16287586,16288233
CG14460,FBgn0037161,2R,16287586,16288233
CG7755,FBgn0034105,2R,16281630,16282946
CG5478,FBgn0038386,3R,15932700,15933734
CG14454,FBgn0037177,3L,22691674,22692528
Ssl1,FBgn0037202,3L,22879089,22880963
CG30157,FBgn0050157,2R,6974038,6975133
B1116,FBgn0259607,2R,6974038,6975133
B0799,FBgn0259608,2R,6974038,6975133
B1501,FBgn0259609,2R,6974038,6975133
B1500,FBgn0259610,2R,6974038,6975133
CG13075,FBgn0036563,3L,16083993,16085264
l(3)72-73a,FBgn0260636,3L,16083993,16085264
B0613,FBgn0259611,3L,16083993,16085264
B0821,FBgn0259539,3L,16083993,16085264
HEATR2,FBgn0051320,3R,14358356,14361786
cic,FBgn0262582,3R,20252770,20303942
B2008,FBgn0259540,3R,20252770,20303942
mir-2283,FBgn0262180,3R,9517524,9517599
mir-1013,FBgn0262444,3R,30791636,30791696
mir-2495,FBgn0262213,2L,5068570,5068684
wiser,FBgn0261256,2L,5068570,5068684
rdgB,FBgn0003218,X,13762752,13779488
mir-996,FBgn0262404,3R,29217184,29217280
mir-252,FBgn0262323,3R,13464219,13464311
mir-994,FBgn0262223,3R,10408137,10408227
mir-263b,FBgn0262371,3L,15843406,15843495
GG01233,FBgn0259541,3L,15843406,15843495
GG01350,FBgn0259542,3L,15843406,15843495
GG01179,FBgn0259543,3L,15843406,15843495
CG2816,FBgn0031564,2L,3703659,3704253
B2010,FBgn0259554,2L,3703659,3704253
GG01156,FBgn0259545,2L,3703659,3704253
B2015,FBgn0259562,2L,3703659,3704253
B2009,FBgn0259544,2L,3703659,3704253
B0472,FBgn0259546,2L,3703659,3704253
Z2-2317,FBgn0261876,2L,3703659,3704253
GG01546,FBgn0259547,2L,3703659,3704253
GG01153,FBgn0259548,2L,3703659,3704253
GG01228,FBgn0259552,2L,3703659,3704253
B2012,FBgn0259553,2L,3703659,3704253
GG01287,FBgn0259549,2L,3703659,3704253
GG01430,FBgn0259550,2L,3703659,3704253
B1512,FBgn0259551,2L,3703659,3704253
Or22c,FBgn0026396,2L,2054589,2057967
GG01052,FBgn0259555,2L,2054589,2057967
B2011,FBgn0259556,2L,2054589,2057967
B0457,FBgn0259557,2L,2054589,2057967
CG7950,FBgn0260468,3R,30056859,30058131
B2023,FBgn0259570,3R,30056859,30058131
dah,FBgn0015926,X,15328342,15331002
mir-4954,FBgn0263542,X,2029004,2029094
B1250,FBgn0259558,X,2029004,2029094
GG01082,FBgn0259559,X,2029004,2029094
mv,FBgn0265988,3L,1950306,1964178
ItgaPS4,FBgn0034005,2R,15258761,15262873
ItgaPS5,FBgn0034880,2R,23556672,23560263
Sox21a,FBgn0036411,3L,14103481,14108118
